year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party,writein,party,candidatevotes,totalvotes,unofficial
2008,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,NA,NA,TRUE,NA,134,286571,FALSE
2008,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,JAMES E. CLYBURN,democrat,FALSE,DEMOCRAT,193378,286571,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,NA,NA,TRUE,NA,163,233695,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,ROBERT DOBBS,green,FALSE,GREEN,3369,233695,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,KEITH BLANDFORD,libertarian,FALSE,LIBERTARIAN,2750,233695,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,M. E. MAC MCCULLOUGH,united citizens,FALSE,UNITED CITIZENS,1013,233695,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,TIM SCOTT,republican,FALSE,REPUBLICAN,152755,233695,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,ROB GROCE,working families,FALSE,WORKING FAMILIES,4148,233695,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,BEN FRASIER,democrat,FALSE,DEMOCRAT,67008,233695,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,JIMMY WOOD,independence,FALSE,INDEPENDENCE,2489,233695,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,MARC BEAMAN,constitution,FALSE,CONSTITUTION,2856,259672,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,EDDIE MCCAIN,libertarian,FALSE,LIBERTARIAN,4228,259672,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,JOE WILSON,republican,FALSE,REPUBLICAN,138861,259672,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,ROB MILLER,democrat,FALSE,DEMOCRAT,113625,259672,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,NA,NA,TRUE,NA,102,259672,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,JOHN DALEN,constitution,FALSE,CONSTITUTION,2682,202108,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,JANE BALLARD DYER,working families,FALSE,WORKING FAMILIES,6598,202108,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,JANE BALLARD DYER,democrat,FALSE,DEMOCRAT,66497,202108,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,NA,NA,TRUE,NA,96,202108,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,JEFF DUNCAN,republican,FALSE,REPUBLICAN,126235,202108,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,DAVE EDWARDS,constitution,FALSE,CONSTITUTION,11059,216838,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,PAUL CORDEN,democrat,FALSE,DEMOCRAT,62438,216838,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,RICK MAHLER,libertarian,FALSE,LIBERTARIAN,3010,216838,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,TREY GOWDY,republican,FALSE,REPUBLICAN,137586,216838,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,NA,NA,TRUE,NA,181,216838,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,C. FAYE WALTERS,green,FALSE,GREEN,2564,216838,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,"JOHN M. SPRATT, JR.",democrat,FALSE,DEMOCRAT,102296,228286,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,MICK MULVANEY,republican,FALSE,REPUBLICAN,125834,228286,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,NA,NA,TRUE,NA,156,228286,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,JIM PRATT,republican,FALSE,REPUBLICAN,72661,199590,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,NAMMU Y. MUHAMMAD,green,FALSE,GREEN,1389,199590,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,JAMES E. CLYBURN,democrat,FALSE,DEMOCRAT,125459,199590,FALSE
2010,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,NA,NA,TRUE,NA,81,199590,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,BOBBIE G. ROSE,democrat,FALSE,DEMOCRAT,98154,290013,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,KEITH BLANDFORD,libertarian,FALSE,LIBERTARIAN,6334,290013,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,BOBBIE G. ROSE,working families,FALSE,WORKING FAMILIES,5403,290013,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,TIM SCOTT,republican,FALSE,REPUBLICAN,179908,290013,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,NA,NA,TRUE,NA,214,290013,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,NA,NA,TRUE,NA,7602,203718,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,JOE WILSON,republican,FALSE,REPUBLICAN,196116,203718,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,JEFF DUNCAN,republican,FALSE,REPUBLICAN,169512,254763,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,BRIAN RYAN B. DOYLE,democrat,FALSE,DEMOCRAT,84735,254763,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,NA,NA,TRUE,NA,516,254763,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,JEFF SUMEREL,green,FALSE,GREEN,3390,266884,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,NA,NA,TRUE,NA,329,266884,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,DEB MORROW,working families,FALSE,WORKING FAMILIES,5877,266884,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,TREY GOWDY,republican,FALSE,REPUBLICAN,173201,266884,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,DEB MORROW,democrat,FALSE,DEMOCRAT,84087,266884,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,MICK MULVANEY,republican,FALSE,REPUBLICAN,154324,278003,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,JOYCE KNOTT,democrat,FALSE,DEMOCRAT,113904,278003,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,JOYCE KNOTT,working families,FALSE,WORKING FAMILIES,9539,278003,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,NA,NA,TRUE,NA,236,278003,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,NAMMU Y. MUHAMMAD,green,FALSE,GREEN,12920,233615,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,JAMES E. CLYBURN,democrat,FALSE,DEMOCRAT,218717,233615,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,NA,NA,TRUE,NA,1978,233615,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,gen,FALSE,GLORIA BROMELL TINUBU,working families,FALSE,WORKING FAMILIES,7795,275738,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,gen,FALSE,NA,NA,TRUE,NA,281,275738,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,gen,FALSE,GLORIA BROMELL TINUBU,democrat,FALSE,DEMOCRAT,114594,275738,FALSE
2012,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,gen,FALSE,TOM RICE,republican,FALSE,REPUBLICAN,153068,275738,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,MARK SANFORD,republican,FALSE,REPUBLICAN,119392,127815,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,NA,NA,TRUE,NA,8423,127815,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,HAROLD GEDDINGS III,labor,FALSE,LABOR,4158,194808,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,NA,NA,TRUE,NA,282,194808,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,JOE WILSON,republican,FALSE,REPUBLICAN,121649,194808,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,PHIL BLACK,democrat,FALSE,DEMOCRAT,68719,194808,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,NA,NA,TRUE,NA,87,164009,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,BARBARA JO MULLIS,democrat,FALSE,DEMOCRAT,47181,164009,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,JEFF DUNCAN,republican,FALSE,REPUBLICAN,116741,164009,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,CURTIS E. MCLAUGHLIN,libertarian,FALSE,LIBERTARIAN,21969,149049,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,TREY GOWDY,republican,FALSE,REPUBLICAN,126452,149049,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,NA,NA,TRUE,NA,628,149049,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,NA,NA,TRUE,NA,82,175145,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,MICK MULVANEY,republican,FALSE,REPUBLICAN,103078,175145,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,TOM ADAMS,working families,FALSE,WORKING FAMILIES,5183,175145,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,TOM ADAMS,democrat,FALSE,DEMOCRAT,66802,175145,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,JAMES E. CLYBURN,democrat,FALSE,DEMOCRAT,125747,173432,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,KEVIN R. UMBAUGH,libertarian,FALSE,LIBERTARIAN,3176,173432,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,ANTHONY CULLER,republican,FALSE,REPUBLICAN,44311,173432,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,,,TRUE,,198,173432,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,gen,FALSE,NA,NA,TRUE,NA,115,171524,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,gen,FALSE,TOM RICE,republican,FALSE,REPUBLICAN,102833,171524,FALSE
2014,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,gen,FALSE,GLORIA BROMELL-TINUBU,democrat,FALSE,DEMOCRAT,68576,171524,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,NA,NA,TRUE,NA,593,325170,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,DIMITRI CHERNY,working families,FALSE,WORKING FAMILIES,5757,325170,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,DIMITRI CHERNY,green,FALSE,GREEN,3483,325170,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,ALBERT TRAVISON,american,FALSE,AMERICAN,2774,325170,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,MICHAEL GRIER JR.,libertarian,FALSE,LIBERTARIAN,11614,325170,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,MARK SANFORD,republican,FALSE,REPUBLICAN,190410,325170,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,DIMITRI CHERNY,democrat,FALSE,DEMOCRAT,110539,325170,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,NA,NA,TRUE,NA,354,304996,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,ARIK BJORN,green,FALSE,GREEN,4146,304996,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,ARIK BJORN,democrat,FALSE,DEMOCRAT,105306,304996,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,JOE WILSON,republican,FALSE,REPUBLICAN,183746,304996,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,EDDIE MCCAIN,american,FALSE,AMERICAN,11444,304996,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,HOSEA CLEVELAND,democrat,FALSE,DEMOCRAT,72933,269540,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,JEFF DUNCAN,republican,FALSE,REPUBLICAN,196325,269540,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,NA,NA,TRUE,NA,282,269540,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,MICHAEL CHANDLER,constitution,FALSE,CONSTITUTION,5103,295670,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,TREY GOWDY,republican,FALSE,REPUBLICAN,198648,295670,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,NA,NA,TRUE,NA,243,295670,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,CHRIS FEDALEI,democrat,FALSE,DEMOCRAT,91676,295670,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,NA,NA,TRUE,NA,177,273006,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,RUDY BARNES JR.,american,FALSE,AMERICAN,5388,273006,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,FRAN PERSON,democrat,FALSE,DEMOCRAT,105772,273006,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,MICK MULVANEY,republican,FALSE,REPUBLICAN,161669,273006,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,JAMES E. CLYBURN,democrat,FALSE,DEMOCRAT,177947,253901,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,NA,NA,TRUE,NA,225,253901,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,LAURA STERLING,republican,FALSE,REPUBLICAN,70099,253901,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,PRINCE CHARLES MALLORY,green,FALSE,GREEN,2499,253901,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,RICH PIOTROWSKI,libertarian,FALSE,LIBERTARIAN,3131,253901,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,gen,FALSE,MAL HYMAN,working families,FALSE,WORKING FAMILIES,6747,289463,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,gen,FALSE,NA,NA,TRUE,NA,251,289463,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,gen,FALSE,TOM RICE,republican,FALSE,REPUBLICAN,176468,289463,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,gen,FALSE,MAL HYMAN,democrat,FALSE,DEMOCRAT,103454,289463,FALSE
2016,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,gen,FALSE,MAL HYMAN,green,FALSE,GREEN,2543,289463,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,JOE CUNNINGHAM,democrat,FALSE,DEMOCRAT,145455,287433,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,KATIE ARRINGTON,republican,FALSE,REPUBLICAN,141473,287433,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,gen,FALSE,NA,NA,TRUE,NA,505,287433,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,SEAN CARRIGAN,democrat,FALSE,DEMOCRAT,109199,257139,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,JOE WILSON,republican,FALSE,REPUBLICAN,144642,257139,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,SONNY NARANG,american,FALSE,AMERICAN,3111,257139,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,gen,FALSE,NA,NA,TRUE,NA,187,257139,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,MARY GEREN,democrat,FALSE,DEMOCRAT,70046,226204,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,JEFF DUNCAN,republican,FALSE,REPUBLICAN,153338,226204,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,DAVE MOORE,american,FALSE,AMERICAN,2697,226204,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,gen,FALSE,NA,NA,TRUE,NA,123,226204,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,BRANDON P BROWN,democrat,FALSE,DEMOCRAT,89182,243950,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,WILLIAM TIMMONS,republican,FALSE,REPUBLICAN,145321,243950,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,GUY V FURAY,american,FALSE,AMERICAN,9203,243950,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,gen,FALSE,NA,NA,TRUE,NA,244,243950,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,ARCHIE PARNELL,democrat,FALSE,DEMOCRAT,103129,248579,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,MICHAEL CHANDLER,constitution,FALSE,CONSTITUTION,3443,248579,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,RALPH W NORMAN,republican,FALSE,REPUBLICAN,141757,248579,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,gen,FALSE,NA,NA,TRUE,NA,250,248579,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,JAMES E JIM CLYBURN,democrat,FALSE,DEMOCRAT,144765,206433,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,BRYAN PUGH,green,FALSE,GREEN,3214,206433,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,GERHARD R GRESSMANN,republican,FALSE,REPUBLICAN,58282,206433,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,gen,FALSE,NA,NA,TRUE,NA,172,206433,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,gen,FALSE,ROBERT WILLIAMS,democrat,FALSE,DEMOCRAT,96564,239554,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,gen,FALSE,TOM RICE,republican,FALSE,REPUBLICAN,142681,239554,FALSE
2018,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,gen,FALSE,NA,NA,TRUE,NA,309,239554,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,1,gen,FALSE,JOSEPH M. WARD,republican,FALSE,REPUBLICAN,29295,129956,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,1,gen,FALSE,WALTER B. JONES,democrat,FALSE,DEMOCRAT,98611,129956,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,1,gen,FALSE,MICHAEL M. PARKER,american,FALSE,AMERICAN,2050,129956,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,2,gen,FALSE,L. H. FOUNTAIN,democrat,FALSE,DEMOCRAT,113368,113368,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,3,gen,FALSE,CHARLES WHITLEY,democrat,FALSE,DEMOCRAT,77193,112282,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,3,gen,FALSE,WILLARD J. (JACK) BLANCHARD,republican,FALSE,REPUBLICAN,35089,112282,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,4,gen,FALSE,"JOHNNIE L. GALLEMORE, JR.",republican,FALSE,REPUBLICAN,59917,152082,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,4,gen,FALSE,IKE ANDREWS,democrat,FALSE,DEMOCRAT,92165,152082,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,5,gen,FALSE,WILMER (VINEGAR BEND) MIZELL,republican,FALSE,REPUBLICAN,83129,182164,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,5,gen,FALSE,GEOFFREY M. HOOKS,u.s. labor,FALSE,U.S. LABOR,246,182164,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,5,gen,FALSE,STEPHEN L. (STEVE) NEAL,democrat,FALSE,DEMOCRAT,98789,182164,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,6,gen,FALSE,CARL WAGLE,libertarian,FALSE,LIBERTARIAN,2137,107811,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,6,gen,FALSE,MARION PORTER,u.s. labor,FALSE,U.S. LABOR,1823,107811,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,6,gen,FALSE,RICHARDSON PREYER,democrat,FALSE,DEMOCRAT,103851,107811,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,7,gen,FALSE,M. H. (MIKE) VAUGHAN,republican,FALSE,REPUBLICAN,21955,117418,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,7,gen,FALSE,CHARLES G. ROSE,democrat,FALSE,DEMOCRAT,95463,117418,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,8,gen,FALSE,CARL EAGLE,republican,FALSE,REPUBLICAN,49094,151081,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,8,gen,FALSE,W. G. (BILL) HEFNER,democrat,FALSE,DEMOCRAT,99296,151081,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,8,gen,FALSE,FRANKLIN H. BELL,u.s. labor,FALSE,U.S. LABOR,535,151081,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,8,gen,FALSE,BRADFORD V. LIGON,american,FALSE,AMERICAN,2156,151081,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,9,gen,FALSE,"ARTHUR GOODMAN, JR.",democrat,FALSE,DEMOCRAT,70847,153788,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,9,gen,FALSE,HARLEY SCHLANGER,u.s. labor,FALSE,U.S. LABOR,644,153788,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,9,gen,FALSE,JAMES G. MARTIN,republican,FALSE,REPUBLICAN,82297,153788,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,10,gen,FALSE,JOHN J. (JACK) HUNT,democrat,FALSE,DEMOCRAT,67190,167072,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,10,gen,FALSE,JAMES T. (JIM) BROYHILL,republican,FALSE,REPUBLICAN,99882,167072,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,11,gen,FALSE,BRUCE BRIGGS,republican,FALSE,REPUBLICAN,88752,184405,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,11,gen,FALSE,ROY UNDERWOOD,american,FALSE,AMERICAN,1796,184405,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US HOUSE,11,gen,FALSE,LAMAR GUDGER,democrat,FALSE,DEMOCRAT,93857,184405,FALSE
1978,NORTH CAROLINA,NC,37,56,47,US HOUSE,1,gen,FALSE,WALTER JONES,democrat,FALSE,DEMOCRAT,67716,84530,FALSE
1978,NORTH CAROLINA,NC,37,56,47,US HOUSE,1,gen,FALSE,JAMES MILFORD NEWCOMB,republican,FALSE,REPUBLICAN,16814,84530,FALSE
1978,NORTH CAROLINA,NC,37,56,47,US HOUSE,2,gen,FALSE,BARRY LYNN GARDNER,republican,FALSE,REPUBLICAN,15988,79053,FALSE
1978,NORTH CAROLINA,NC,37,56,47,US HOUSE,2,gen,FALSE,LES KOEHLER,libertarian,FALSE,LIBERTARIAN,1214,79053,FALSE
1978,NORTH CAROLINA,NC,37,56,47,US HOUSE,2,gen,FALSE,L. H. FOUNTAIN,democrat,FALSE,DEMOCRAT,61851,79053,FALSE
1978,NORTH CAROLINA,NC,37,56,47,US HOUSE,3,gen,FALSE,CHARLES WHITELY,democrat,FALSE,DEMOCRAT,54452,76602,FALSE
1978,NORTH CAROLINA,NC,37,56,47,US HOUSE,3,gen,FALSE,WILLARD JACKSON BLANCHARD,republican,FALSE,REPUBLICAN,22150,76602,FALSE
1978,NORTH CAROLINA,NC,37,56,47,US HOUSE,4,gen,FALSE,IKE ANDREWS,democrat,FALSE,DEMOCRAT,74249,78685,FALSE
1978,NORTH CAROLINA,NC,37,56,47,US HOUSE,4,gen,FALSE,NAUDEEN BEEK,libertarian,FALSE,LIBERTARIAN,4436,78685,FALSE
1978,NORTH CAROLINA,NC,37,56,47,US HOUSE,5,gen,FALSE,STEPHEN L. NEAL,democrat,FALSE,DEMOCRAT,68778,126939,FALSE
