year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party,writein,party,candidatevotes,totalvotes,unofficial
1986,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,JIM COOPER,democrat,FALSE,DEMOCRAT,86997,87005,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,CHARLIE DANIELS,independent,FALSE,INDEPENDENT,2033,147147,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,KENNETH WAYNE BLOODWORTH,independent,FALSE,INDEPENDENT,609,147147,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,RUSSELL HANCOCK,independent,FALSE,INDEPENDENT,658,147147,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,BILL BONER,democrat,FALSE,DEMOCRAT,85126,147147,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,TERRY HOLCOMB,republican,FALSE,REPUBLICAN,58701,147147,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,NA,NA,TRUE,NA,20,147147,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,FRED VAIL,republican,FALSE,REPUBLICAN,30823,133004,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,NA,NA,TRUE,NA,1,133004,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,BART GORDON,democrat,FALSE,DEMOCRAT,102180,133004,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,M. LLOYD HILER,democrat,FALSE,DEMOCRAT,35966,129878,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,NA,NA,TRUE,NA,10,129878,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,DON SUNDQUIST,republican,FALSE,REPUBLICAN,93902,129878,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,NA,NA,TRUE,NA,12,126503,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,ED JONES,democrat,FALSE,DEMOCRAT,101699,126503,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,DAN H. CAMPBELL,republican,FALSE,REPUBLICAN,24792,126503,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,ISAAC RICHMOND,republican,FALSE,REPUBLICAN,16221,99516,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,HAROLD E. FORD,democrat,FALSE,DEMOCRAT,83006,99516,FALSE
1986,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,NA,NA,TRUE,NA,289,99516,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,SIDNEY S. SMITH,democrat,FALSE,DEMOCRAT,29469,148998,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,JAMES H. (JIMMY) QUILLEN,republican,FALSE,REPUBLICAN,119526,148998,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,NA,NA,TRUE,NA,3,148998,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,NA,NA,TRUE,NA,3,177174,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,"JOHN J. DUNCAN, JR.",republican,FALSE,REPUBLICAN,99631,177174,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,DUDLEY W. TAYLOR,democrat,FALSE,DEMOCRAT,77540,177174,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,NA,NA,TRUE,NA,2,188638,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,HAROLD L. COKER,republican,FALSE,REPUBLICAN,80372,188638,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,MARILYN LLOYD,democrat,FALSE,DEMOCRAT,108264,188638,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,NA,NA,TRUE,NA,22,94151,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,JIM COOPER,democrat,FALSE,DEMOCRAT,94129,94151,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,BOB CLEMENT,democrat,FALSE,DEMOCRAT,155068,155140,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,NA,NA,TRUE,NA,72,155140,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,NA,NA,TRUE,NA,2,161687,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,WALLACE EMBRY,republican,FALSE,REPUBLICAN,38033,161687,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,BART GORDON,democrat,FALSE,DEMOCRAT,123652,161687,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,DON SUNDQUIST,republican,FALSE,REPUBLICAN,142025,177266,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,NA,NA,TRUE,NA,4,177266,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,KENNETH (KEN) BLOODWORTH,democrat,FALSE,DEMOCRAT,35237,177266,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,ED BRYANT,republican,FALSE,REPUBLICAN,56893,151465,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,JOHN TANNER,democrat,FALSE,DEMOCRAT,94571,151465,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,NA,NA,TRUE,NA,1,151465,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,HAROLD FORD,democrat,FALSE,DEMOCRAT,126280,154802,FALSE
1988,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,ISSAC RICHMOND,independent,FALSE,INDEPENDENT,28522,154802,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,NA,NA,TRUE,NA,64,47860,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,JAMES H. (JIMMY) QUILLEN,republican,FALSE,REPUBLICAN,47796,47860,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,JOHN J. DUNCAN JR.,republican,FALSE,REPUBLICAN,62797,77944,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,PETER HEBERT,independent,FALSE,INDEPENDENT,15127,77944,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,NA,NA,TRUE,NA,20,77944,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,GRADY L. RHODEN,republican,FALSE,REPUBLICAN,36855,93665,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,GEORGE E. GOOGE,independent,FALSE,INDEPENDENT,1546,93665,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,PETER T. MELCHER,independent,FALSE,INDEPENDENT,5598,93665,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,MARILYN LLOYD,democrat,FALSE,DEMOCRAT,49662,93665,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,NA,NA,TRUE,NA,4,93665,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,JIM COOPER,democrat,FALSE,DEMOCRAT,52101,77276,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,NA,NA,TRUE,NA,4,77276,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,CLAIBORNE (CLAY) SANDERS,republican,FALSE,REPUBLICAN,22890,77276,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,GENE M. BULLINGTON,independent,FALSE,INDEPENDENT,2281,77276,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,AL BORGMAN,independent,FALSE,INDEPENDENT,5383,76760,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,MAURICE C. KUTTAB,independent,FALSE,INDEPENDENT,2192,76760,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,TOM STONE,independent,FALSE,INDEPENDENT,13577,76760,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,BOB CLEMENT,democrat,FALSE,DEMOCRAT,55607,76760,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,NA,NA,TRUE,NA,1,76760,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,BART GORDON,democrat,FALSE,DEMOCRAT,60538,90768,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,NA,NA,TRUE,NA,13,90768,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,GREGORY COCHRAN,republican,FALSE,REPUBLICAN,26424,90768,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,KEN BROWN,independent,FALSE,INDEPENDENT,3793,90768,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,KEN BLOODWORTH,democrat,FALSE,DEMOCRAT,40516,106676,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,DON SUNDQUIST,republican,FALSE,REPUBLICAN,66141,106676,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,NA,NA,TRUE,NA,19,106676,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,JOHN S. TANNER,democrat,FALSE,DEMOCRAT,62241,62266,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,NA,NA,TRUE,NA,25,62266,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,ISAAC RICHMOND,independent,FALSE,INDEPENDENT,2032,83657,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,NA,NA,TRUE,NA,17,83657,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,HAROLD E. FORD,democrat,FALSE,DEMOCRAT,48629,83657,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,THOMAS M. DAVIDSON,independent,FALSE,INDEPENDENT,7249,83657,FALSE
1990,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,AARON C. DAVIS,republican,FALSE,REPUBLICAN,25730,83657,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,J. CARR (JACK) CHRISTIAN,democrat,FALSE,DEMOCRAT,47809,170158,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,JAMES H. (JIMMY) QUILLEN,republican,FALSE,REPUBLICAN,114797,170158,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,NA,NA,TRUE,NA,10,170158,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,DON FOX,independent,FALSE,INDEPENDENT,4126,170158,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,FRED A. HARTLEY,independent,FALSE,INDEPENDENT,3416,170158,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,RANDON J. KRIEG,independent,FALSE,INDEPENDENT,4134,205401,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,TROY GOODALE,democrat,FALSE,DEMOCRAT,52887,205401,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,NA,NA,TRUE,NA,3,205401,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,"JOHN J. DUNCAN, JR.",republican,FALSE,REPUBLICAN,148377,205401,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,CAROL HAGAN,independent,FALSE,INDEPENDENT,4433,216533,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,ZACH WAMP,republican,FALSE,REPUBLICAN,102763,216533,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,MARILYN LLOYD,democrat,FALSE,DEMOCRAT,105693,216533,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,MARJORIE M. MARTIN,independent,FALSE,INDEPENDENT,1593,216533,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,NA,NA,TRUE,NA,3,216533,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,PETE MELCHER,independent,FALSE,INDEPENDENT,2048,216533,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,JIM COOPER,democrat,FALSE,DEMOCRAT,98984,154511,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,GINNIA C. FOX,independent,FALSE,INDEPENDENT,3970,154511,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,NA,NA,TRUE,NA,7,154511,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,DALE JOHNSON,republican,FALSE,REPUBLICAN,50340,154511,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,KIEVEN PARKS,independent,FALSE,INDEPENDENT,1210,154511,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,BOB CLEMENT,democrat,FALSE,DEMOCRAT,125233,187590,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,NA,NA,TRUE,NA,22,187590,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,JOHN D. HAURY,independent,FALSE,INDEPENDENT,1685,187590,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,BEN TOMEO,independent,FALSE,INDEPENDENT,1002,187590,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,TOM STONE,republican,FALSE,REPUBLICAN,49417,187590,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,RICHARD H. WYATT,independent,FALSE,INDEPENDENT,3507,187590,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,STEVEN L. EDMONDSON,independent,FALSE,INDEPENDENT,6724,187590,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,BART GORDON,democrat,FALSE,DEMOCRAT,120177,212428,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,MARSHA BLACKBURN,republican,FALSE,REPUBLICAN,86289,212428,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,NA,NA,TRUE,NA,10,212428,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,H. SCOTT BENSON,independent,FALSE,INDEPENDENT,5952,212428,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,JIM OSBORN,independent,FALSE,INDEPENDENT,1831,202866,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,RICKEY BOYETTE,independent,FALSE,INDEPENDENT,2290,202866,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,DAVID R. DAVIS,democrat,FALSE,DEMOCRAT,72062,202866,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,DON SUNDQUIST,republican,FALSE,REPUBLICAN,125101,202866,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,FRANCIS FREDRICK TAPP,independent,FALSE,INDEPENDENT,1573,202866,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,NA,NA,TRUE,NA,9,202866,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,DAVID L. WARD,independent,FALSE,INDEPENDENT,6930,163432,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,JOHN S. TANNER,democrat,FALSE,DEMOCRAT,136852,163432,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,JOHN E. VINSON,independent,FALSE,INDEPENDENT,5435,163432,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,NA,NA,TRUE,NA,10,163432,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,LAWRENCE J. BARNES,independent,FALSE,INDEPENDENT,9605,163432,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,MILLARD J. MCKISSACK II,independent,FALSE,INDEPENDENT,4600,163432,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,HAROLD E. FORD,democrat,FALSE,DEMOCRAT,123276,212755,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,RICHARD LIPTOCK,independent,FALSE,INDEPENDENT,14075,212755,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,NA,NA,TRUE,NA,16,212755,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,JAMES VANDERGRIFF,independent,FALSE,INDEPENDENT,12265,212755,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,WILLIAM ROLEN,independent,FALSE,INDEPENDENT,2517,212755,FALSE
1992,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,CHARLES L. BLACK,republican,FALSE,REPUBLICAN,60606,212755,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,J. CARR (JACK) CHRISTIAN,democrat,FALSE,DEMOCRAT,34691,141227,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,JAMES H. (JIMMY) QUILLEN,republican,FALSE,REPUBLICAN,102947,141227,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,GEORGE (DOC) MAUER,independent,FALSE,INDEPENDENT,3576,141227,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,NA,NA,TRUE,NA,13,141227,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,"JOHN J. DUNCAN, JR.",republican,FALSE,REPUBLICAN,128937,142482,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,RANDON K. KRIEG,independent,FALSE,INDEPENDENT,6854,142482,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,NA,NA,TRUE,NA,9,142482,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,GREG SAMPLES,independent,FALSE,INDEPENDENT,6682,142482,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,RANDY BUTTON,democrat,FALSE,DEMOCRAT,73839,161853,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,ZACH WAMP,republican,FALSE,REPUBLICAN,84583,161853,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,NA,NA,TRUE,NA,4,161853,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,THOMAS ED MORRELL,independent,FALSE,INDEPENDENT,1929,161853,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,RICHARD M. SIMS,independent,FALSE,INDEPENDENT,1498,161853,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,J. PATRICK LYONS,independent,FALSE,INDEPENDENT,1944,143976,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,NA,NA,TRUE,NA,4,143976,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,VAN HILLEARY,republican,FALSE,REPUBLICAN,81539,143976,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,JEFF WHORLEY,democrat,FALSE,DEMOCRAT,60489,143976,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,BOB CLEMENT,democrat,FALSE,DEMOCRAT,95953,159304,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,CHUCK LOKEY,independent,FALSE,INDEPENDENT,664,159304,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,JOHN OSBORNE,republican,FALSE,REPUBLICAN,61692,159304,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,LLOYD BOTWAY,independent,FALSE,INDEPENDENT,978,159304,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,NA,NA,TRUE,NA,17,159304,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,NA,NA,TRUE,NA,7,179699,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,STEVE GILL,republican,FALSE,REPUBLICAN,88759,179699,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,BART GORDON,democrat,FALSE,DEMOCRAT,90933,179699,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,NA,NA,TRUE,NA,1,170383,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,TOM JEANETTE,independent,FALSE,INDEPENDENT,1944,170383,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,HAROLD BYRD,democrat,FALSE,DEMOCRAT,65851,170383,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,7,gen,FALSE,ED BRYANT,republican,FALSE,REPUBLICAN,102587,170383,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,NA,NA,TRUE,NA,14,153538,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,JOHN S. TANNER,democrat,FALSE,DEMOCRAT,97951,153538,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,8,gen,FALSE,NEAL R. MORRIS,republican,FALSE,REPUBLICAN,55573,153538,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,HAROLD E. FORD,democrat,FALSE,DEMOCRAT,94805,164040,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,NA,NA,TRUE,NA,9,164040,FALSE
1994,TENNESSEE,TN,47,62,54,US HOUSE,9,gen,FALSE,ROD DEBERRY,republican,FALSE,REPUBLICAN,69226,164040,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,MIKE FUGATE,independent,FALSE,INDEPENDENT,440,181708,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,BILL BULL DURHAM,independent,FALSE,INDEPENDENT,885,181708,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,JAMES B. TAYLOR,independent,FALSE,INDEPENDENT,1089,181708,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,NA,NA,TRUE,NA,26,181708,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,WILLIAM L. JENKINS,republican,FALSE,REPUBLICAN,117676,181708,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,DAVE DAVIS,independent,FALSE,INDEPENDENT,1947,181708,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,JOHN CURTIS,independent,FALSE,INDEPENDENT,621,181708,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,PAUL SCHMIDT,independent,FALSE,INDEPENDENT,367,181708,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,1,gen,FALSE,KAY C. SMITH,democrat,FALSE,DEMOCRAT,58657,181708,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,NA,NA,TRUE,NA,6,213574,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,CHRIS G. DIMIT,independent,FALSE,INDEPENDENT,1306,213574,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,STEPHEN SMITH,democrat,FALSE,DEMOCRAT,61020,213574,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,JOHN J. DUNCAN JR.,republican,FALSE,REPUBLICAN,150953,213574,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,2,gen,FALSE,GEORGE NJEZIC,independent,FALSE,INDEPENDENT,289,213574,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,"CHARLES N. \\""CHUCK\""\"" JOLLY""",democrat,FALSE,DEMOCRAT,85714,201444,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,NA,NA,TRUE,NA,4,201444,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,WILLIAM A. COLE,independent,FALSE,INDEPENDENT,1002,201444,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,"RICHARD M. \\""DICK\""\"" SIMS""",independent,FALSE,INDEPENDENT,294,201444,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,THOMAS ED MORRELL,independent,FALSE,INDEPENDENT,304,201444,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,ZACH WAMP,republican,FALSE,REPUBLICAN,113408,201444,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,3,gen,FALSE,"WALT \\""COMBAT\""\"" WARD""",independent,FALSE,INDEPENDENT,718,201444,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,NA,NA,TRUE,NA,5,178063,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,PRESTON T. SPAULDING,independent,FALSE,INDEPENDENT,561,178063,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,VAN HILLEARY,republican,FALSE,REPUBLICAN,103091,178063,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,J. PATRICK LYONS,independent,FALSE,INDEPENDENT,1075,178063,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,4,gen,FALSE,MARK STEWART,democrat,FALSE,DEMOCRAT,73331,178063,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,BOB CLEMENT,democrat,FALSE,DEMOCRAT,140264,193783,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,STEVEN L. EDMONDSON,republican,FALSE,REPUBLICAN,46201,193783,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,5,gen,FALSE,MIKE CHILDERS,independent,FALSE,INDEPENDENT,7318,193783,FALSE
1996,TENNESSEE,TN,47,62,54,US HOUSE,6,gen,FALSE,NA,NA,TRUE,NA,1,227571,FALSE
